query,clicks,impressions,ctr,position
失業保険 待機期間 バイト,0,2,0,44
失業保険 待機期間 バイト バレる,0,10,0,10.5
失業保険 手伝い 4時間以上 無給,0,3,0,10.333
失業保険 手伝い 4時間未満,0,2,0,23
失業保険 手伝い 手渡し,0,9,0,4.667
失業保険 手渡しバイト,0,4,0,10.75
失業保険 日雇い,0,1,0,1
失業保険 日雇いバイト ばれる,0,12,0,19.75
失業保険 期間 60歳以上,0,1,0,1
失業保険 期間 自己都合,0,3,0,62
失業保険 条件 65歳以上,0,2,0,47
失業保険 減額 計算 ツール,0,1,0,52
失業保険 減額 計算ツール,0,1,0,53
失業保険 減額計算ツール,0,1,0,59
失業保険 現金手渡し,0,3,0,8
失業保険 自己都合 3ヶ月,0,4,0,47
失業保険 自己都合 理由,0,1,0,3
失業保険 自己都合 給付期間,0,7,0,44.857
失業保険 計算,0,1,0,1
失業保険 計算ツール,0,1,0,66
失業保険65歳以上 自己都合,0,1,0,38
失業保険70歳以上,0,1,0,72
失業保険と遺族年金 64歳,0,1,0,1
失業保険もらいながらバイト,0,1,0,1
失業保険アルバイト,0,1,0,97
失業保険サポート 詐欺,0,3,0,20.667
失業保険不正受給 体験談,0,20,0,10.7
失業保険受給中 アルバイト,0,1,0,1
失業保険受給中 バイト,0,1,0,17
失業保険国民健康保険,0,1,0,49
失業保険計算ツール,0,2,0,61.5
失業手当,0,1,0,1
失業手当 65歳以上,0,1,0,18
失業手当 バイト 4時間ピッタリ,0,2,0,18.5
失業手当 バイト 4時間以上 先送り,0,1,0,41
失業手当 待期期間 バイト,0,1,0,47
失業手当 待機期間 バイト,0,1,0,55
失業手当 日雇いバイト,0,1,0,13
失業手当 自己都合,0,3,0,46.667
失業手当 計算 シュミレーション,0,1,0,69
失業手当 計算 シュミレーション 2025,0,1,0,54
失業手当65歳以上,0,1,0,86
失業手当シミュレーション,0,1,0,68
失業給付金,0,1,0,1
定年 65歳 誕生日,0,1,0,3
定年とは何歳,0,1,0,3
定年退職,0,10,0,3
定年退職とは,0,1,0,3
日本生命 退職,0,1,0,4
正当な理由のある自己都合退職,0,3,0,3
派遣 失業保険 1ヶ月待機 改正,0,1,0,33
無職になった 国民健康保険,0,1,0,1
特定理由離職者 給付制限 かからない,0,1,0,9
特定理由離職者 給付制限 なし,0,14,0,8.571
特定理由離職者 給付制限 なし ハローワーク,0,6,0,8.167
特定理由離職者 給付制限 なし 自己都合,0,2,0,11
特定理由離職者 腰痛,0,7,0,9.714
特定理由離職者 診断書 いらない,0,1,0,46
社会保険と国民 保険どっちが安い 退職後,0,1,0,1
社会保険給付金サポート 怪しい,0,3,0,40.333
給付制限期間 アルバイト 4時間以上,0,1,0,1
給付金 計算,0,2,0,39
職業訓練,0,1,0,3
自己 都合 退職 失業 手当,0,1,0,98
自己都合 失業保険 いつから,0,1,0,1
自己都合 退職 待機期間,0,1,0,1
自己都合退職 失業保険 待機期間 給付制限 最新,0,2,0,7
自己都合退職 失業手当,0,1,0,48
自己都合退職 失業手当 いつから,0,1,0,1
退職後 任意継続 国民健康保険 どっちが得,0,2,0,1
退職後 任意継続 国民健康保険どっちが得,0,1,0,1
退職後 国民健康保険料計算 シュミレーション,0,1,0,1
退職手当 ハローワーク,0,1,0,1
退職済,0,1,0,2
退職給付金 シュミレーター,0,1,0,11
退職給付金 広告 詐欺,0,1,0,16
退職給付金 診断 詐欺,0,2,0,4
退職給付金 詐欺 注意,0,1,0,9
退職給付金シュミレーター,0,3,0,11.667
退職給付金診断 詐欺,0,1,0,4
退職給付金詐欺,0,1,0,20
退職金 60歳 65歳,0,1,0,3
雇用保険 失業給付 待期 7日 働いたら やり直し,0,4,0,10.75
離職理由 異議申し立て 結果,0,1,0,7
離職理由33,0,1,0,1
離職理由コード 24,0,1,0,1
離職票 65歳以上,0,1,0,1
離職票 離職理由コード,0,1,0,15
高 年齢 求職 者 給付 金,0,6,0,81.667
高 年齢 求職 者 給付 金 計算,0,2,0,80
高年齢 求職者 給付金,0,1,0,80
高年齢求職者給付金,0,2,0,47.5
高年齢求職者給付金 65歳以上,0,7,0,15.857
高年齢求職者給付金 65歳以上 支給日数 30日 50日,0,1,0,10
高年齢求職者給付金 65歳以上 退職日 誕生日 前日 年齢計算,0,1,0,9
高年齢求職者給付金 70歳以上 いくらもらえる,0,1,0,1
高年齢求職者給付金 と年金,0,1,0,77
高年齢求職者給付金 シュミレーション,0,1,0,17
高年齢求職者給付金 上限額,0,1,0,70
高年齢求職者給付金 基本手当日額 上限 65歳以上 2025,0,9,0,7.778
高年齢求職者給付金 支給 日,0,1,0,54
高年齢求職者給付金 日額,0,1,0,77
高年齢求職者給付金 求職活動 回数,0,1,0,48
高年齢求職者給付金 給付制限,0,1,0,69
高年齢求職者給付金 給付制限 自己都合 2025,0,1,0,7
高年齢求職者給付金 自己都合,0,1,0,68
高年齢求職者給付金 自己都合 給付制限 あるか,0,3,0,10.333
高年齢求職者給付金 計算,0,1,0,66
高年齢求職者給付金 計算方法,0,2,0,74.5
高年齢求職者給付金とは,0,1,0,79
高年齢求職者給付金と失業保険 どちらが得,0,1,0,46
高年齢求職者給付金をもらうには,0,1,0,3
高年齢求職者給付金待機期間,0,1,0,8
高年齢雇用継続給付金 計算ツール,0,1,0,59
高齢 求職 者,0,1,0,69
高齢 者 求職 者 給付 金,0,1,0,92
高齢求職者給付金,0,1,0,76
ﾊﾞｲﾄ 失業保険,0,3,0,63.667
